[16:04:54.064][INFO][CraftTweaker-EarlyInit]: CraftTweaker is running on a Minecraft 1.21.1 development client modded with platform NeoForge
[16:04:54.076][INFO][CraftTweaker-EarlyInit]: Successfully injected RecipeFS file system
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.LivingFallEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingFallEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.LivingDestroyBlockEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingDestroyBlockEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.LivingDropsEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingDropsEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.LivingDamageEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingDamageEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.LivingJumpEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingEvent$LivingJumpEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.LivingUseTotemEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingUseTotemEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.LivingIncomingDamageEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingIncomingDamageEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.LivingEquipmentChangeEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingEquipmentChangeEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.LivingKnockBackEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingKnockBackEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.spawn.MobSpawnEvent for native type 'net.neoforged.neoforge.event.entity.living.MobSpawnEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.spawn.MobDespawnEventResult for native type 'net.neoforged.neoforge.event.entity.living.MobDespawnEvent$Result'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.spawn.MobDespawnEvent for native type 'net.neoforged.neoforge.event.entity.living.MobDespawnEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.spawn.FinalizeMobSpawnEvent for native type 'net.neoforged.neoforge.event.entity.living.FinalizeSpawnEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.AnimalTameEvent for native type 'net.neoforged.neoforge.event.entity.living.AnimalTameEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.LivingDeathEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingDeathEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.LivingShieldBlockEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingShieldBlockEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.BabyEntitySpawnEvent for native type 'net.neoforged.neoforge.event.entity.living.BabyEntitySpawnEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.LivingPostDamageEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingDamageEvent$Post'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.LivingPreDamageEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingDamageEvent$Pre'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.target.LivingChangeTargetEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingChangeTargetEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.target.ILivingTargetType for native type 'net.neoforged.neoforge.event.entity.living.LivingChangeTargetEvent$ILivingTargetType'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.target.LivingTargetType for native type 'net.neoforged.neoforge.event.entity.living.LivingChangeTargetEvent$LivingTargetType'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.LivingHealEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingHealEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.effect.MobEffectRemoveEvent for native type 'net.neoforged.neoforge.event.entity.living.MobEffectEvent$Remove'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.effect.MobEffectAddedEvent for native type 'net.neoforged.neoforge.event.entity.living.MobEffectEvent$Added'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.effect.MobEffectExpiredEvent for native type 'net.neoforged.neoforge.event.entity.living.MobEffectEvent$Expired'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.effect.MobEffectEvent for native type 'net.neoforged.neoforge.event.entity.living.MobEffectEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.living.effect.MobEffectApplicableEvent for native type 'net.neoforged.neoforge.event.entity.living.MobEffectEvent$Applicable'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.EntityLeaveLevelEvent for native type 'net.neoforged.neoforge.event.entity.EntityLeaveLevelEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.EntityEvent for native type 'net.neoforged.neoforge.event.entity.EntityEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.EntityStruckByLightningEvent for native type 'net.neoforged.neoforge.event.entity.EntityStruckByLightningEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.ProjectileImpactEvent for native type 'net.neoforged.neoforge.event.entity.ProjectileImpactEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.EntityJoinLevelEvent for native type 'net.neoforged.neoforge.event.entity.EntityJoinLevelEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.PlayerEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.PlayerCloneEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerEvent$Clone'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.CanPlayerSleepEvent for native type 'net.neoforged.neoforge.event.entity.player.CanPlayerSleepEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.PlayerRespawnEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerEvent$PlayerRespawnEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.PlayerLoggedOutEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerEvent$PlayerLoggedOutEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.TabListNameFormat for native type 'net.neoforged.neoforge.event.entity.player.PlayerEvent$TabListNameFormat'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.PlayerWakeUpEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerWakeUpEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.PlayerBreakSpeedEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerEvent$BreakSpeed'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.PlayerChangedDimensionEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerEvent$PlayerChangedDimensionEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.BonemealEvent for native type 'net.neoforged.neoforge.event.entity.player.BonemealEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.PlayerChangeGameModeEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerEvent$PlayerChangeGameModeEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.PlayerSetSpawnEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerSetSpawnEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.TradeWithVillagerEvent for native type 'net.neoforged.neoforge.event.entity.player.TradeWithVillagerEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.PlayerLoggedInEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerEvent$PlayerLoggedInEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.PlayerNameFormatEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerEvent$NameFormat'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.CriticalHitEvent for native type 'net.neoforged.neoforge.event.entity.player.CriticalHitEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.CanContinueSleepingEvent for native type 'net.neoforged.neoforge.event.entity.player.CanContinueSleepingEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.PlayerHarvestCheckEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerEvent$HarvestCheck'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.PlayerFlyableFallEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerFlyableFallEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.player.AttackEntityEvent for native type 'net.neoforged.neoforge.event.entity.player.AttackEntityEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.entity.EntityMountEvent for native type 'net.neoforged.neoforge.event.entity.EntityMountEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.anvil.AnvilUpdateEvent for native type 'net.neoforged.neoforge.event.AnvilUpdateEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.anvil.AnvilRepairEvent for native type 'net.neoforged.neoforge.event.entity.player.AnvilRepairEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.xp.LivingExperienceDropEvent for native type 'net.neoforged.neoforge.event.entity.living.LivingExperienceDropEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.xp.PlayerPickupXpEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerXpEvent$PickupXp'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.xp.PlayerXpLevelChangeEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerXpEvent$LevelChange'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.xp.PlayerXpChangeEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerXpEvent$XpChange'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.xp.PlayerXpEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerXpEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.DetonateExplosionEvent for native type 'net.neoforged.neoforge.event.level.ExplosionEvent$Detonate'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.StartExplosionEvent for native type 'net.neoforged.neoforge.event.level.ExplosionEvent$Start'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.Event for native type 'net.neoforged.bus.api.Event'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.grindstone.GrindstoneEvent for native type 'net.neoforged.neoforge.event.GrindstoneEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.grindstone.GrindstoneOnTakeItemEvent for native type 'net.neoforged.neoforge.event.GrindstoneEvent$OnTakeItem'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.grindstone.GrindstoneOnPlaceItemEvent for native type 'net.neoforged.neoforge.event.GrindstoneEvent$OnPlaceItem'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.brewing.PotionBrewEventPost for native type 'net.neoforged.neoforge.event.brewing.PotionBrewEvent$Post'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.brewing.PotionBrewEventPre for native type 'net.neoforged.neoforge.event.brewing.PotionBrewEvent$Pre'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.brewing.PotionBrewEvent for native type 'net.neoforged.neoforge.event.brewing.PotionBrewEvent'
[16:04:54.459][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.brewing.PlayerBrewedPotionEvent for native type 'net.neoforged.neoforge.event.brewing.PlayerBrewedPotionEvent'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.ExplosionEvent for native type 'net.neoforged.neoforge.event.level.ExplosionEvent'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.DifficultyChangeEvent for native type 'net.neoforged.neoforge.event.DifficultyChangeEvent'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.FurnaceFuelBurnTimeEvent for native type 'net.neoforged.neoforge.event.furnace.FurnaceFuelBurnTimeEvent'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.enchantment.EnchantmentLevelSetEvent for native type 'net.neoforged.neoforge.event.enchanting.EnchantmentLevelSetEvent'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.ICancellableEvent for native type 'net.neoforged.bus.api.ICancellableEvent'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.level.CreateSpawnPositionEvent for native type 'net.neoforged.neoforge.event.level.LevelEvent$CreateSpawnPosition'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.level.LevelEvent for native type 'net.neoforged.neoforge.event.level.LevelEvent'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.tick.PlayerTickEvent for native type 'net.neoforged.neoforge.event.tick.PlayerTickEvent'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.tick.ClientTickEvent for native type 'net.neoforged.neoforge.client.event.ClientTickEvent'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.tick.EntityTickPostEvent for native type 'net.neoforged.neoforge.event.tick.EntityTickEvent$Post'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.tick.ServerTickEvent for native type 'net.neoforged.neoforge.event.tick.ServerTickEvent'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.tick.EntityTickPreEvent for native type 'net.neoforged.neoforge.event.tick.EntityTickEvent$Pre'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.tick.LevelTickEvent for native type 'net.neoforged.neoforge.event.tick.LevelTickEvent'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.tick.EntityTickEvent for native type 'net.neoforged.neoforge.event.tick.EntityTickEvent'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.tick.PlayerTickPostEvent for native type 'net.neoforged.neoforge.event.tick.PlayerTickEvent$Post'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.tick.LevelTickPreEvent for native type 'net.neoforged.neoforge.event.tick.LevelTickEvent$Pre'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.tick.ServerTickPreEvent for native type 'net.neoforged.neoforge.event.tick.ServerTickEvent$Pre'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.tick.ClientTickPreEvent for native type 'net.neoforged.neoforge.client.event.ClientTickEvent$Pre'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.tick.PlayerTickPreEvent for native type 'net.neoforged.neoforge.event.tick.PlayerTickEvent$Pre'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.tick.ClientTickPostEvent for native type 'net.neoforged.neoforge.client.event.ClientTickEvent$Post'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.tick.ServerTickPostEvent for native type 'net.neoforged.neoforge.event.tick.ServerTickEvent$Post'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.tick.LevelTickPostEvent for native type 'net.neoforged.neoforge.event.tick.LevelTickEvent$Post'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.interact.EntityInteractEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerInteractEvent$EntityInteract'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.interact.PlayerInteractEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerInteractEvent'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.interact.RightClickEmptyEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerInteractEvent$RightClickEmpty'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.interact.LeftClickBlockEventAction for native type 'net.neoforged.neoforge.event.entity.player.PlayerInteractEvent$LeftClickBlock$Action'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.interact.LeftClickEmptyEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerInteractEvent$LeftClickEmpty'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.interact.RightClickItemEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerInteractEvent$RightClickItem'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.interact.LeftClickBlockEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerInteractEvent$LeftClickBlock'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.interact.EntityInteractSpecificEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerInteractEvent$EntityInteractSpecific'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.interact.RightClickBlockEvent for native type 'net.neoforged.neoforge.event.entity.player.PlayerInteractEvent$RightClickBlock'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.block.NeighborBlockNotifyEvent for native type 'net.neoforged.neoforge.event.level.BlockEvent$NeighborNotifyEvent'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.block.fluid.FluidPlaceBlockEvent for native type 'net.neoforged.neoforge.event.level.BlockEvent$FluidPlaceBlockEvent'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.block.fluid.CreateFluidSourceEvent for native type 'net.neoforged.neoforge.event.level.block.CreateFluidSourceEvent'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.block.piston.PrePistonEvent for native type 'net.neoforged.neoforge.event.level.PistonEvent$Pre'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.block.piston.PistonMoveType for native type 'net.neoforged.neoforge.event.level.PistonEvent$PistonMoveType'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.block.piston.PistonEvent for native type 'net.neoforged.neoforge.event.level.PistonEvent'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.block.piston.PostPistonEvent for native type 'net.neoforged.neoforge.event.level.PistonEvent$Post'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.block.EntityPlaceBlockEvent for native type 'net.neoforged.neoforge.event.level.BlockEvent$EntityPlaceEvent'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.block.PortalSpawnEvent for native type 'net.neoforged.neoforge.event.level.BlockEvent$PortalSpawnEvent'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.block.FarmlandTrampleEvent for native type 'net.neoforged.neoforge.event.level.BlockEvent$FarmlandTrampleEvent'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.block.crop.PostCropGrowEvent for native type 'net.neoforged.neoforge.event.level.block.CropGrowEvent$Post'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.block.crop.CropGrowEvent for native type 'net.neoforged.neoforge.event.level.block.CropGrowEvent'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.block.crop.PreCropGrowEvent for native type 'net.neoforged.neoforge.event.level.block.CropGrowEvent$Pre'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.block.BlockBreakEvent for native type 'net.neoforged.neoforge.event.level.BlockEvent$BreakEvent'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.block.BlockEvent for native type 'net.neoforged.neoforge.event.level.BlockEvent'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.event.block.BlockToolModificationEvent for native type 'net.neoforged.neoforge.event.level.BlockEvent$BlockToolModificationEvent'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.api.sound.SoundSource for native type 'net.minecraft.sounds.SoundSource'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.api.sound.SoundEvent for native type 'net.minecraft.sounds.SoundEvent'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.api.sound.SoundType for native type 'net.minecraft.world.level.block.SoundType'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.api.component.DataComponentType for native type 'net.minecraft.core.component.DataComponentType'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.api.component.DataComponentPatchBuilder for native type 'net.minecraft.core.component.DataComponentPatch$Builder'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.component.MutableDataComponentHolder for native type 'net.neoforged.neoforge.common.MutableDataComponentHolder'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.api.component.DataComponentHolder for native type 'net.minecraft.core.component.DataComponentHolder'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.api.component.DataComponents for native type 'net.minecraft.core.component.DataComponents'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.api.component.DataComponentPatchSplitResult for native type 'net.minecraft.core.component.DataComponentPatch$SplitResult'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.api.component.DataComponentMapBuilder for native type 'net.minecraft.core.component.DataComponentMap$Builder'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.api.component.DataComponentMap for native type 'net.minecraft.core.component.DataComponentMap'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.api.component.DataComponentPatch for native type 'net.minecraft.core.component.DataComponentPatch'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.api.component.TypedDataComponent for native type 'net.minecraft.core.component.TypedDataComponent'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.neoforge.api.world.ILevelExtension for native type 'net.neoforged.neoforge.common.extensions.ILevelExtension'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.api.world.BlockGetter for native type 'net.minecraft.world.level.BlockGetter'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.api.world.BlockClipContext for native type 'net.minecraft.world.level.ClipContext$Block'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.api.world.clip.ClipContext for native type 'net.minecraft.world.level.ClipContext'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.api.world.FluidClipContext for native type 'net.minecraft.world.level.ClipContext$Fluid'
[16:04:54.460][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.api.world.InteractionResultHolder for native type 'net.minecraft.world.InteractionResultHolder'
[16:04:54.461][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.api.world.Explosion for native type 'net.minecraft.world.level.Explosion'
[16:04:54.461][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.api.world.ContainerSingleItem for native type 'net.minecraft.world.ticks.ContainerSingleItem'
[16:04:54.461][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.api.world.Clearable for native type 'net.minecraft.world.Clearable'
[16:04:54.461][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.api.world.ItemInteractionResult for native type 'net.minecraft.world.ItemInteractionResult'
[16:04:54.461][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.api.world.damage.DamageScaling for native type 'net.minecraft.world.damagesource.DamageScaling'
[16:04:54.461][DEBUG][CraftTweaker-ZenCode]: Registering crafttweaker.api.world.damage.DamageSource for native type 'net.minecraft.world.damagesource.DamageSource'
